movie_id,movie_title,genres
26529,Asterix vs. Caesar (Astérix et la surprise de César) (1985),Adventure|Animation|Children|Comedy
26553,Pelle Svanslös i Amerikatt (1985),Animation|Children
26565,Asterix in Britain (Astérix chez les Bretons) (1986),Adventure|Animation|Children|Comedy
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
26690,Shipwrecked (a.k.a. Haakon Haakonsen) (1990),Adventure|Children
26792,Sidekicks (1992),Action|Adventure|Children|Comedy
26828,Mr. Nanny (1993),Action|Children|Comedy
27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy
27671,As If I Didn't Exist (Elina - Som om jag inte fanns) (2002),Children|Drama
27684,Wondrous Oblivion (2003),Children|Comedy|Drama
27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
27731,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy
27790,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
31030,I Remember Mama (1948),Children|Drama
31193,"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical
31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),Adventure|Children
31201,Pippi on the Run (På rymmen med Pippi Långstrump) (1970),Children
31223,Racing Stripes (2005),Children|Comedy
31422,Are We There Yet? (2005),Children|Comedy
31447,Magic in the Water (1995),Adventure|Children|Fantasy
31555,Mac and Me (1988),Children|Fantasy|Sci-Fi
31687,Pooh's Heffalump Movie (2005),Animation|Children
31698,Son of the Mask (2005),Adventure|Children|Comedy|Fantasy
31700,Because of Winn-Dixie (2005),Children|Comedy|Drama
32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
32062,Courage Mountain (1990),Adventure|Children|Drama
32153,Once Upon a Forest (1993),Adventure|Animation|Children|Fantasy
32230,"Snow Queen, The (Lumikuningatar) (1986)",Children|Fantasy
32289,Ice Princess (2005),Children|Comedy|Drama
33140,Down and Derby (2005),Children|Comedy
33463,DuckTales: The Movie - Treasure of the Lost Lamp (1990),Adventure|Animation|Children|Comedy|Fantasy
33615,Madagascar (2005),Adventure|Animation|Children|Comedy
33639,Mad Hot Ballroom (2005),Children|Documentary
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy
34321,Bad News Bears (2005),Children|Comedy
34332,Sky High (2005),Action|Adventure|Children|Comedy
34624,Summer Magic (1963),Children|Comedy|Musical
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
39307,Dreamer: Inspired by a True Story (2005),Children|Drama
39529,"Race for Your Life, Charlie Brown (1977)",Adventure|Animation|Children
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi
40851,Zathura (2005),Action|Adventure|Children|Fantasy
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
42734,Hoodwinked! (2005),Animation|Children|Comedy
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy
42958,Little Manhattan (2005),Children|Comedy|Romance
43560,Nanny McPhee (2005),Children|Comedy|Fantasy
43869,Curious George (2006),Adventure|Animation|Children|Comedy
43926,Doogal (2006),Animation|Children
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
44155,Five Children and It (2004),Adventure|Children|Fantasy
44225,Aquamarine (2006),Children|Comedy|Fantasy
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy
44763,"Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)",Adventure|Children|Fantasy
44949,Hoot (2006),Children|Comedy
44966,Where the Red Fern Grows (1974),Children|Drama
45038,Pinocchio and the Emperor of the Night (1987),Animation|Children|Fantasy
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy
45208,RV (2006),Adventure|Children|Comedy
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy
45517,Cars (2006),Animation|Children|Comedy
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy
46948,Monster House (2006),Animation|Children|Fantasy|Mystery
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX
47264,Barnyard: The Original Party Animals (2006),Animation|Children|Comedy
47516,Material Girls (2006),Children|Comedy|Drama
47606,Captain January (1936),Children|Comedy|Musical
47642,How to Eat Fried Worms (2006),Children|Drama
47721,"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy
47805,Lassie (2005),Adventure|Children
47868,Ronja Robbersdaughter (Ronja Rövardotter) (1984),Adventure|Children|Drama
48059,"Boy Named Charlie Brown, A (1969)",Animation|Children|Comedy|Drama
48061,Snoopy Come Home (1972),Animation|Children|Comedy|Musical
48159,Everyone's Hero (2006),Adventure|Animation|Children|Comedy
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX
48522,Stormbreaker (Alex Rider: Operation Stormbreaker) (2006),Action|Children
48791,Flicka (2006),Children|Drama
48895,Little Secrets (2001),Children|Comedy|Drama
49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX
49642,Unaccompanied Minors (2006),Children|Comedy
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy
50149,Happily N'Ever After (2007),Animation|Children|Comedy
50162,Arthur and the Invisibles (2007),Action|Children|Fantasy
50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy
50872,Ratatouille (2007),Animation|Children|Drama
51194,Like Mike 2: Streetball (2006),Children|Comedy
51354,Emil i Lönneberga (1971),Children|Drama
51698,"Last Mimzy, The (2007)",Adventure|Children|Sci-Fi
51939,TMNT (Teenage Mutant Ninja Turtles) (2007),Action|Adventure|Animation|Children|Comedy|Fantasy
52287,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi
52730,It's a Very Merry Muppet Christmas Movie (2002),Children|Comedy
52938,"Adventures of Mark Twain, The (1986)",Adventure|Animation|Children
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
53460,Surf's Up (2007),Animation|Children|Comedy
53554,"Blue Bird, The (1940)",Children|Fantasy
53855,Johnny Tremain (1957),Adventure|Children|War
53857,Alan & Naomi (1992),Children|Drama
54278,Underdog (2007),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
54768,Daddy Day Camp (2007),Children|Comedy
55681,Valhalla (1986),Adventure|Animation|Children|Fantasy
55856,Azur & Asmar (Azur et Asmar) (2006),Adventure|Animation|Children
55955,Fred Claus (2007),Children|Comedy|Fantasy
55999,Mr. Magorium's Wonder Emporium (2007),Children|Comedy|Fantasy
56152,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance
56171,"Golden Compass, The (2007)",Adventure|Children|Fantasy
56176,Alvin and the Chipmunks (2007),Children|Comedy
56915,"Water Horse: Legend of the Deep, The (2007)",Adventure|Children|Fantasy
58105,"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX
58299,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy
58324,"Pirates Who Don't Do Anything: A VeggieTales Movie, The (2008)",Adventure|Animation|Children|Comedy
58598,Phar Lap (1983),Children|Drama
58652,CJ7 (Cheung Gong 7 hou) (2008),Children|Comedy|Sci-Fi
59037,Speed Racer (2008),Action|Children|Sci-Fi|IMAX
59141,Son of Rambow (2007),Children|Comedy|Drama
59382,Flight of the Red Balloon (2007),Children|Drama
59501,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
60110,Tom Sawyer (1973),Adventure|Children|Musical
60141,St. Trinian's (2007),Children|Comedy
60259,Bambi 2 (2006),Animation|Children|Drama
60289,Kit Kittredge: An American Girl (2008),Children|Comedy|Drama|Mystery
60487,"It's the Great Pumpkin, Charlie Brown (1966)",Animation|Children|Comedy
60516,Meet Dave (2008),Adventure|Children|Comedy|Romance|Sci-Fi
60803,"Little Drummer Boy, The (1968)",Animation|Children|Musical
61267,Fly Me to the Moon (2008),Adventure|Animation|Children|IMAX
61634,Son of Lassie (1945),Children|Drama
62376,City of Ember (2008),Adventure|Children|Sci-Fi
62729,Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika) (2008),Adventure|Animation|Children|Drama|Fantasy
62999,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX
63237,Happily Ever After (1993),Animation|Children|Comedy|Musical
63239,Cinderella (1997),Children|Fantasy|Musical|Romance
63329,Christmas Story (Joulutarina) (2007),Children|Drama|Fantasy
63540,Beverly Hills Chihuahua (2008),Adventure|Children|Comedy
63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy
64288,Ace of Hearts (2008),Children|Drama
65088,Bedtime Stories (2008),Adventure|Children|Comedy
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
65435,Open Season 2 (2008),Adventure|Animation|Children|Comedy
65577,"Tale of Despereaux, The (2008)",Adventure|Animation|Children|Comedy|Fantasy
66304,Hotel for Dogs (2009),Adventure|Children|Comedy
66915,Rock-A-Doodle (1991),Adventure|Animation|Children|Musical
67845,My Friend Henry (Ystäväni Henry) (2004),Children|Drama
68954,Up (2009),Adventure|Animation|Children|Drama
69072,The Winslow Boy (1948),Children|Crime|Drama
69227,Ernest Rides Again (1993),Children|Comedy
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance
69689,Resan Till Melonia (1989),Adventure|Animation|Children|Fantasy
69873,"Corridors of Time: The Visitors II, The (Couloirs du temps: Les visiteurs 2, Les) (1998)",Children|Comedy|Fantasy|Sci-Fi
69928,"Muppet Musicians of Bremen, The (1972)",Children|Comedy|Musical
70282,Aliens in the Attic (2009),Adventure|Children|Fantasy|Sci-Fi
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller
70517,Army Brats (Schatjes!) (1984),Children|Comedy
70697,G-Force (2009),Action|Adventure|Children|Fantasy
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX
71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX
71821,Shorts (2009),Children
72209,Astro Boy (2009),Action|Animation|Children|Sci-Fi
72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
72294,"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX
72356,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy
72618,Summer of the Monkeys (1998),Children|Drama
72701,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi
72737,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance
73042,Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical
73462,Ernest Goes to School (1994),Children|Comedy|Drama
73664,Dragon Hunters (Chasseurs de dragons) (2008),Adventure|Animation|Children
73804,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy
73854,"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical
73879,Motocrossed (2001),Action|Children|Comedy|Romance
74089,Peter Pan (1960),Children|Fantasy|Musical
74580,"Spy Next Door, The (2010)",Action|Children|Comedy
74630,Tom Thumb (1958),Children|Fantasy|Musical
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
76108,Tom and Jerry: The Movie (1992),Animation|Children|Comedy
77206,Diary of a Wimpy Kid (2010),Children|Comedy
77264,Ballet Shoes (2007),Children|Drama
77820,Furry Vengeance (2010),Children|Comedy
78009,Donkey Skin (Peau d'âne) (1970),Children|Drama|Fantasy|Musical|Romance
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
78991,Slam Dunk Ernest (1995),Children|Comedy
79091,Despicable Me (2010),Animation|Children|Comedy|Crime
79139,"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy
79224,"Karate Kid, The (2010)",Action|Children|Drama
79287,"Wizard of Oz, The (1925)",Adventure|Children|Comedy|Fantasy
79463,Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang) (2010),Children|Comedy|Fantasy
79533,"Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase) (1979)",Animation|Children|Comedy
79572,Ramona and Beezus (2010),Children|Comedy
80141,"Christmas Toy, The (1986)",Children|Musical
80160,"Flintstone Kids' Just Say No Special, The (1988)",Animation|Children
80442,Freedom Park (2004),Children|Comedy
80617,Cats & Dogs: The Revenge of Kitty Galore (2010),Action|Children|Comedy
80748,Alice in Wonderland (1933),Adventure|Children|Fantasy
80950,"Private War of Major Benson, The (1955)",Children|Comedy|Romance
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX
81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy
82395,Saving Shiloh (2006),Children|Drama
82722,"Sarah, Plain and Tall (1991)",Children|Drama
83049,Toothless (1997),Children|Comedy
83115,"Polar Bear King, The (Kvitebjørn Kong Valemon) (1991)",Adventure|Children|Fantasy
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy
83177,Yogi Bear (2010),Children|Comedy
83803,Day & Night (2010),Animation|Children
84312,Home Alone 4 (2002),Children|Comedy|Crime
84637,Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance
84944,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western
85259,Winnie the Pooh and the Honey Tree (1966),Animation|Children
85261,Mars Needs Moms (2011),Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX
85295,Scooby-Doo! Curse of the Lake Monster (2010),Adventure|Children|Comedy|Mystery
85316,Winnie the Pooh and Tigger Too (1974),Animation|Children
85585,Winnie the Pooh and a Day for Eeyore (1983),Animation|Children
86059,Hop (2011),Animation|Children|Comedy
86091,"Nutcracker, The (1993)",Children|Fantasy|Musical
86286,Daffy Duck's Quackbusters (1988),Animation|Children|Comedy|Horror
86298,Rio (2011),Adventure|Animation|Children|Comedy
86412,That's What I Am (2011),Children|Comedy
86846,Eye of the Dolphin (2006),Children|Drama
87105,Open Season 3 (2010),Animation|Children|Comedy
87222,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX
87383,Curly Top (1935),Children|Musical|Romance
87568,Judy Moody and the Not Bummer Summer (2011),Children|Comedy
87691,Pelicanman (Pelikaanimies) (2004),Adventure|Children|Fantasy
87876,Cars 2 (2011),Adventure|Animation|Children|Comedy|IMAX
88071,Ballerina (La mort du cygne) (1937),Children|Drama|Romance
88267,Winnie the Pooh (2011),Animation|Children|Comedy
88356,"Smurfs, The (2011)",Animation|Children|Comedy
88468,Alpha and Omega (2010),Adventure|Animation|Children|Comedy|Romance
88756,Christmas Carol: The Movie (2001),Animation|Children
88801,"Yearling, The (1994)",Adventure|Children|Drama
89002,Spy Kids: All the Time in the World in 4D (2011),Action|Adventure|Children|Comedy|Sci-Fi
89881,Superman and the Mole-Men (1951),Children|Mystery|Sci-Fi
89973,Here Comes Peter Cottontail (1971),Animation|Children|Musical
90262,"Enchanted World of Danny Kaye: The Emperor's New Clothes, The (1972)",Animation|Children|Musical
90264,Pinocchio (1976),Children|Fantasy|Musical
90866,Hugo (2011),Children|Drama|Mystery
90958,Daffy Duck's Movie: Fantastic Island (1983),Animation|Children|Comedy
91094,"Muppets, The (2011)",Children|Comedy|Musical
91266,Another Cinderella Story (2008),Children|Comedy|Musical|Romance
91286,"Little Colonel, The (1935)",Children|Comedy|Crime|Drama
91302,"Tree, The (2010)",Children|Drama
91335,"Gruffalo, The (2009)",Adventure|Animation|Children|Comedy|Drama
91339,"12 Dogs of Christmas, The (2005)",Children
91351,Asterix and the Big Fight (Astérix et le coup du menhir) (1989),Adventure|Animation|Children|Comedy
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Adventure|Animation|Children|Comedy
91355,Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy
91386,Happy Feet Two (2011),Animation|Children|Comedy|IMAX
91414,Arthur Christmas (2011),Animation|Children|Comedy|Drama
91488,"Snowman, The (1982)",Animation|Children|Musical
91821,"Muppet Family Christmas, A (1987)",Children|Comedy|Musical
91823,Kung Fu Panda Holiday Special (2010),Animation|Children|Comedy
91886,Dolphin Tale (2011),Children|Drama
91919,Mr. Bug Goes to Town (1941),Animation|Children|Comedy|Fantasy|Musical
91960,"Magic Christmas Tree, The (1964)",Children|Comedy|Fantasy
92348,Puss in Boots (Nagagutsu o haita neko) (1969),Adventure|Animation|Children|Comedy|Fantasy|Romance
92643,Monsieur Lazhar (2011),Children|Comedy|Drama
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),Children|Fantasy
92793,Rusalochka (The Little Mermaid) (1976),Children|Fantasy|Musical|Romance
92852,Ricky Rapper and the Bicycle Thief (Risto Räppääjä ja polkupyörävaras) (2009),Children|Comedy|Musical
92944,"Monster in Paris, A (Un monstre à Paris) (2011)",Adventure|Animation|Children
93208,Mickey's The Prince and the Pauper (1990),Animation|Children
94005,"Ballad of Nessie, The (2011)",Animation|Children
94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy
94893,Letters to God (2010),Children|Drama
94978,I Wish (Kiseki) (2011),Children|Drama
95105,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX
95167,Brave (2012),Action|Adventure|Animation|Children
95311,Presto (2008),Animation|Children|Comedy|Fantasy
95375,Boundin' (2003),Animation|Children
95654,Geri's Game (1997),Animation|Children
95756,"Cat in the Hat, The (1971)",Animation|Children
95856,Knick Knack (1989),Animation|Children
95858,For the Birds (2000),Animation|Children|Comedy
96052,"Tortoise and the Hare, The (1935)",Animation|Children|Comedy
96283,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy
96621,Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),Animation|Children|Fantasy
96960,Tobor the Great (1954),Children|Sci-Fi
97225,Hotel Transylvania (2012),Animation|Children|Comedy
97390,Marley & Me: The Puppy Years (2011),Children|Comedy
97730,"Feast at Midnight, A (1994)",Children|Comedy|Drama
97732,Tom & Thomas (2002),Adventure|Children
98061,Himizu (2011),Children|Crime|Drama
98241,Starry starry night (Xing kong) (2011),Children|Drama|Fantasy
98243,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX
98441,Rebecca of Sunnybrook Farm (1938),Children|Comedy|Drama|Musical
98458,Baby Take a Bow (1934),Children|Comedy|Drama
98511,Kirikou and the Wild Beast (Kirikou et les bêtes sauvages) (2005),Adventure|Animation|Children
98552,Nativity! (2009),Children|Comedy|Musical
100490,Living Free (1972),Adventure|Children|Drama
101170,"Borrowers, The (2011)",Adventure|Children|Fantasy
101534,For the Love of a Dog (2008),Children
101536,Alabama Moon (2009),Adventure|Children|Drama
101581,Angel Dog (2011),Children|Drama
101670,'Twas the Night Before Christmas (1974),Animation|Children|Fantasy
102025,Yongary: Monster from the Deep (1967),Children|Horror|Sci-Fi
102115,Prinsessa Ruusunen (1949),Children|Fantasy|Romance
102794,After School Midnighters (Hôkago middonaitâzu) (2012),Action|Animation|Children|Comedy|Fantasy
103120,Beverly Hills Chihuahua 3 (2012),Adventure|Children|Comedy
103335,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
103755,Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy
104000,And You Thought Your Parents Were Weird (1991),Children|Comedy|Sci-Fi
104050,Phantom of the Megaplex (2000),Action|Children|Comedy|Mystery
104074,Percy Jackson: Sea of Monsters (2013),Adventure|Children|Fantasy
104076,"Smurfs 2, The (2013)",Animation|Children|Comedy
104097,My Little Pony: Equestria Girls (2013),Animation|Children|Fantasy
105217,Adventures in Zambezia (2012),Adventure|Animation|Children|Comedy
105465,Alice's Adventures in Wonderland (1972),Adventure|Children|Fantasy|Musical
105468,Cloudy with a Chance of Meatballs 2 (2013),Animation|Children|Comedy|Fantasy
105928,"Day of the Crows, The (Le jour des corneilles) (2012)",Animation|Children|Comedy|Fantasy
106022,Toy Story of Terror (2013),Animation|Children|Comedy
106240,Free Birds (2013),Action|Adventure|Animation|Children|Comedy|Sci-Fi
106286,Bailey's Billion$ (Bailey's Billions) (Bailey) (2005),Children|Comedy
106441,"Book Thief, The (2013)",Children|Drama|War
106887,True Heart (1997),Adventure|Children|Drama
106986,"Life and Adventures of Santa Claus, The (1985)",Animation|Children
107217,The Nutcracker in 3D (2009),Action|Children|Fantasy|Musical
107546,Everything Happens to Me (a.k.a. Why Did You Pick on Me?) (Chissà perché... capitano tutte a me) (1980),Children|Comedy|Sci-Fi
107563,"Princess for Christmas, A (2011)",Children|Comedy
107658,Mio in the Land of Faraway (Mio min Mio) (1987),Adventure|Children|Drama|Fantasy|Mystery
107776,Across the Great Divide (1976),Adventure|Children|Western
107865,"Glass-blower's Children, The (Glasblåsarns barn) (1998)",Children|Drama
108237,HOUBA! On the Trail of the Marsupilami (Sur la piste du Marsupilami) (2012),Adventure|Children|Comedy|IMAX
108825,"Young and Prodigious T.S. Spivet, The (L'extravagant voyage du jeune et prodigieux T.S. Spivet) (2013)",Adventure|Children|Drama
108879,Teen Beach Movie (2013),Children|Musical
108901,"I, Cesar (Moi César, 10 ans 1/2, 1m39) (2003)",Children|Comedy
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy
109102,"Little Brother, Big Trouble: A Christmas Adventure (Niko 2: Lentäjäveljekset) (2012)",Adventure|Animation|Children|Comedy
109104,Quest for a Heart (Röllin sydän) (2007),Adventure|Animation|Children|Fantasy|Musical
109364,"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",Animation|Children|Fantasy
109420,Mater and the Ghostlight (2006),Animation|Children|Comedy
109425,Dug's Special Mission (2009),Animation|Children|Comedy
109733,Captain EO (1986),Adventure|Children|Comedy|Musical|Sci-Fi
109783,"Trouble at Timpetill (Enfants de Timpelbach, Les) (2008)",Adventure|Children|Fantasy
109953,"Cat Concerto, The (1947)",Animation|Children|Comedy
109993,George & A.J. (2009),Animation|Children|Comedy
110130,"Nut Job, The (2014)",Adventure|Animation|Children|Comedy
110229,George and the Dragon (2004),Action|Adventure|Children|Comedy|Fantasy
110461,We Are the Best! (Vi är bäst!) (2013),Children|Comedy|Drama
110635,Beauty and the Beast (1962),Children|Fantasy|Horror|Romance
110655,Rio 2 (2014),Adventure|Animation|Children|Comedy
110921,Anne of Green Gables (1934),Children|Comedy|Drama
111439,Legends of Oz: Dorothy's Return (2014),Animation|Children|Musical
111659,Maleficent (2014),Action|Adventure|Children|IMAX
111766,"Pied Piper, The (Pied Piper of Hamelin, The) (1972)",Children|Drama|Fantasy|Musical
113033,Rasmus på luffen (1981),Children
113060,Call of the Wild (Call of the Wild 3D) (2009),Adventure|Children|Drama
113071,Earth to Echo (2014),Adventure|Children|Sci-Fi
113497,Antboy (2013),Adventure|Children|Comedy
113549,Captain Nemo and the Underwater City (1969),Adventure|Children|Fantasy|Sci-Fi
113991,Care Bears to the Rescue (Care Bears: To the Rescue Movie) (2010),Adventure|Animation|Children|Fantasy
114240,Aladdin (1992),Adventure|Animation|Children|Comedy|Fantasy
114552,"Boxtrolls, The (2014)",Adventure|Animation|Children|Comedy|Fantasy
114717,Meg of June Hill (Madicken på Junibacken) (1980),Children
114721,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),Adventure|Animation|Children|Comedy
114958,Moomins on the Riviera (Muumit Rivieralla) (2014),Animation|Children|Comedy
115038,"Silent One, The (1985)",Adventure|Children|Drama
115040,"Children of Noisy Village, The (a.k.a Children of Bullerby Village, The) (Alla vi barn i Bullerbyn) (1986)",Children
115042,More About the Children of Noisy Village (a.k.a. More About the Children of Bullerby Village) (Mer om oss barn i Bullerbyn) (1987),Children
115075,"Swan Princess: Escape from Castle Mountain, The (1997)",Animation|Children|Fantasy|Romance
115139,Challenge to Lassie (1949),Children|Drama
115238,"Jungo Goes Bananas: Jungo III (Jungledyret Hugo: Fræk, flabet og fri) (2007)",Adventure|Animation|Children
115277,Donkey Hide (Oslinaya shkura) (1982),Children|Comedy|Fantasy|Romance
115279,That Kiljunen Family (Kiljusen herrasväki) (1981),Children|Comedy|Musical
115309,"Swan Princess: The Mystery of the Enchanted Treasure, The (1998)",Animation|Children|Fantasy|Mystery
115364,"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go) (1993)",Animation|Children|Musical|Romance
115558,Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt) (1996),Animation|Children|Musical|Romance
115560,Hur gick det sen? (1995),Animation|Children
115562,Tiny Heroes (Vacak 2 - az erdõ hõse) (1997),Animation|Children|Musical
115607,"Seventh Brother, The (A hetedik testvér) (1995)",Animation|Children
115611,Felix the Cat: The Movie (1988),Adventure|Animation|Children|Fantasy|Musical|Sci-Fi
115687,Mad Monster Party? (1967),Children|Comedy|Horror
115875,Toy Story Toons: Hawaiian Vacation (2011),Adventure|Animation|Children|Comedy|Fantasy
115879,Toy Story Toons: Small Fry (2011),Adventure|Animation|Children|Comedy|Fantasy
115911,"Prodigy, The (2005)",Action|Children|Drama|Mystery|Thriller
115925,Solan og Ludvig: Jul i Flåklypa (2013),Animation|Children
115927,Doctor Strange (2007),Action|Animation|Children|Fantasy|Sci-Fi
115929,Barbie: A Perfect Christmas (2011),Animation|Children
115931,LEGO Hero Factory: Savage Planet (2011),Action|Adventure|Animation|Children|Sci-Fi
115933,LEGO Hero Factory: Rise of the Rookies (2010),Action|Children
115935,Tom Sawyer (2000),Adventure|Animation|Children
115939,Joulupukki ja noitarumpu (1996),Animation|Children
115941,The Land Before Time IV: Journey Through the Mists (1996),Adventure|Animation|Children
115943,The Land Before Time V: The Mysterious Island (1997),Adventure|Animation|Children
115945,The Land Before Time VI: The Secret of Saurus Rock (1998),Animation|Children
115949,An American Tail: The Mystery of the Night Monster (1999),Adventure|Animation|Children|Fantasy|Mystery|Sci-Fi
115981,Soccer Dog 2: European Cup (2004),Children
116213,Walking With Dinosaurs (2013),Adventure|Animation|Children
116217,Secret of the Wings (2012),Adventure|Animation|Children|Fantasy
116219,Tinker Bell and the Lost Treasure (2009),Adventure|Animation|Children|Fantasy
116235,Confidentially Connie (1953),Children|Comedy
116251,Cool Dog (2011),Children
116253,IMAX: Coral Reef Adventure (2003),Children|Documentary|IMAX
116259,Courage of Lassie (1946),Adventure|Children|Drama
116265,Cowgirls n' Angels (2012),Children|Drama
116345,Dakota's Summer (2014),Children
116427,Air Raid Wardens (1943),Children|Comedy
116461,How the Toys Saved Christmas (1996),Animation|Children
116495,52 Tuesdays (2014),Children|Drama
116499,The True Story of Puss 'n Boots (2009),Adventure|Animation|Children
